actor,movie_or_TV_name
Gary Poux,"Manopause,Journey to Hell,The Rich & the Ruthless,Sorry for Your Loss,Sneaky Pete,Half Off Heroes,Narcos: Mexico,Slamma Jamma,The Fosters,The Sphere and the Labyrinth,The Young and the Restless,Assassins Tale,The Devil's Dozen,Time Travelers (Through That Inconstant Continuum),Now Here,Autopilot,Dancing on a Dry Salt Lake,Rules of Engagement,The Lodger,End of the Road,Live Fast, Die Young,CSI: NY,Sister's Keeper,Boxed,Charmed,The Practice,A Taste of Us,Strong Medicine,Everyday Use,In-Laws,White Boy,Surfing Channels"
Eric Strong,"Bonhoeffer: Holy Traitor,Bloody Eyes,Forbidden,Open Mic,Served,Arizona Money,A Minor Malfunction,Cineshots,The Film,Buried in the Backyard,Narcos: Mexico,Coventry,Sweet Rice,Married with Secrets,The Delivery Man,The Women Who Would Not Starve,The Truth,Strawberry Wine,Headmaster,A Father's Love,Haunted Christmas,The Vigil,Betrayed,The Deal,The Long Wait,Vampie,Wired,Unbearable,Diary of a Champion,30 Rock,Psychic Witness,The F.B.I. Files"
Greg Eagles,"Crash Bandicoot: On the Run!,Crash Bandicoot 4: It's About Time,Narcos: Mexico,Sylvie's Love,Crash Team Racing: Nitro-Fueled,S.W.A.T.,Pink Collar Crimes,XCOM 2: War of the Chosen,Snowfall,Crash Bandicoot N. Sane Trilogy,The Amazing World of Gumball,Skylanders: Imaginators,Mafia III,Bunnicula,XCOM 2,Mortal Kombat X,The Hepburn Effect,Teeth and Blood,Batman: The Dark Knight Returns,Grand Theft Auto V,How to Live with Your Parents (for the Rest of Your Life),Batman: The Dark Knight Returns, Part 2,Supa Pirate Booty Hunt,Batman: The Dark Knight Returns, Part 1,Pair of Kings,Forsake Me Not,Foodfight!,Cartoon Network: Punch Time Explosion,The Bold and the Beautiful,Piper and Tupper: Hands Free Born to Be Wild,Garfield's Pet Force,Afro Samurai,Afro Samurai: Resurrection,FusionFall,Madagascar: Escape 2 Africa,Quantum of Solace,Saints Row 2,Underfist: Halloween Bash,Crash: Mind Over Mutant,Garfield's Fun Fest,The Riches,Bleach,Terminator: The Sarah Connor Chronicles,Irwin Hearts Mandy,Random! Cartoons,Unreal Tournament III,The Grim Adventures of the KND,The Grim Adventures of Billy & Mandy,Crash Bandicoot,Crash of the Titans,Garfield Gets Real,Billy & Mandy Watch Big Boogey Adventure,Billy & Mandy's Big Boogey Adventure,Afro Samurai,The Shield,Superman Returns,The Sopranos: Road to Respect,Death of the Party,Cake It to the Limit,Makeover the Top,Macaroni Man,Marvel: Ultimate Alliance,Scarface: The World Is Yours,The Grim Adventures of Billy & Mandy,Borg War,Saints Row,The Grim Adventures of Billy & Mandy: The Fright Before Christmas,True Crime: New York City,Quake 4,Cartoon Network City,Killer7,The Shield,EverQuest II,Megas XLR,The Grim Adventures of Billy & Mandy: Freaky Freezeday,Metal Gear Solid: The Twin Snakes,Hunter: The Reckoning Redeemer,Hunter: The Reckoning Wayward,Globehunters,Star Trek: Starfleet Command III,Metal Gear Solid 2: Substance,Icewind Dale II,Dead to Rights,Eternal Darkness: Sanity's Requiem,Soldier of Fortune II: Double Helix,Jimmy Neutron: Boy Genius,Star Trek: Armada II,Metal Gear Solid 2: Sons of Liberty,Cartoon Cartoon Fridays,The Zeta Project,Black Scorpion,Babylon Vista,Zombie College,Star Trek: Klingon Academy,Johnny Bravo,Lobo,Tenchu 2: Birth of the Stealth Assassins,The Grim Adventures of Billy & Mandy: Meet the Reaper,What a Cartoon!,Interstate '82,Star Trek: New Worlds,Batman Beyond,Metal Gear Solid: VR Missions,Revenant,The Powerpuff Girls,The Wild Thornberrys,Cow and Chicken,Metal Gear Solid: Integral,Spawn,Interstate '76 Arsenal,Interstate '76 Nitro Pack,Oh Yeah! Cartoons,Fallout 2: A Post-Nuclear Role-Playing Game,Oggy and the Cockroaches,Metal Gear Solid,Invasion America,Dexter's Laboratory,Star Warped,NYPD Blue,Interstate '76,Bruno the Kid,L.A. Heat,The Burning Zone,The Real Adventures of Jonny Quest,Captain Planet and the Planeteers,Buy One, Get One Free*,ABC Weekend Specials,Sister, Sister,Blindsided"
Luis Felipe Montoya,"Podcast, Rapaces Nocturnos,Motonimia,Como dice el dicho,La rosa de Guadalupe,Médicos, línea de vida,Narcos: Mexico,Sin miedo a la verdad,La jefa del Campeón,Por amar sin ley,Caer en tentación,Érase una vez,The Candidate,Mujeres infieles 4,Amante por excelencia,Shadows of the Past,Buscando la muerte,El infierno del Cochiloco,El mata ratas,La vida de una loca,Portal del tiempo,Rumbo de sangre,La mujer del Vendaval,Ladies Mafia,Double Life,El Equipo,With You, Without You,El Pantera,El tesoro de la ladera Ranch,Mujer, casos de la vida real"
Rosendo Ramírez,"Narcos: Mexico,Shadows of the Past,La mujer del Vendaval,La rosa de Guadalupe,With You, Without You,Capadocia"
Brian Oblak,"For All Mankind,Lucifer,Perry Mason,Narcos: Mexico,Criminal Minds,S.W.A.T.,Foster Boy,9-1-1,Veronica Mars,L.A.'s Finest,Jane the Virgin,NCIS,Grey's Anatomy,Dirty John,The Affair,Goliath,Dear White People,For The People,This Is Us,American Crime Story,Castle,Extant,A Leading Man,Dexter,Vegas,Apocalypse According to Doris,Franklin & Bash,Blackstone,Harry's Law,The Hitchhikers,The Opium Eater,Saving Grace,Eastwick,The Mentalist,CSI: NY,Lie to Me,Prom Night,Journeyman,Drive,Gridiron Gang,Eyes"
Kerry Ardra,"Torn from Her Arms,Somos.,Barb and Star Go to Vista Del Mar,El Candidato,The Search,Ana,Narcos: Mexico,An Unknown Enemy,Sobreviví,The Beauty and the Beasts,Imposters,Mi marido tiene familia,La rosa de Guadalupe,Cesar Chavez,Pulling Strings,La mujer del Vendaval"
DaJuan Johnson,"1-800-Hot-Nite,Minute Men,We Are Gathered Here Today,You Are Always Right Here,Raise Your Hand,Bosch,NCIS,Quarantine,Weekend at Jesus's,Narcos: Mexico,Grey's Anatomy,My Life With Boys,Yelpers,Suits,The New 30,Downward Dog,ShowFriends,JustBoobs Sketch,Martyrs,Superfast!,Agent Carter,Brooklyn Nine-Nine,ABC Discovers: Los Angeles Talent Showcase,Days of Our Lives,My Synthesized Life,Bones,The Asset,Prime Suspect,About Sunny,General Hospital,The Protector,Hyenas,Between Kings and Queens,Caged Animal,CSI: Crime Scene Investigation,Private Practice,Maneater,24,Pedro,Invincible,Cavemen,Rules of Engagement,One Hot Joint,Scrubs,CSI: NY,Lincoln Heights,Criminal Minds,Close to Home,Space,Soul to Take"
Bruno Coronel,"Dale Gas,Cosas imposibles,Here on Earth,Narcos: Mexico,Rosario Tijeras,La querida del Centauro,Guardians of Oz,The Popcorn Chronicles,Como dice el dicho,Pastorela,AAA, la película: Sin límite en el tiempo,Legend Quest: The Legend of La Nahuala,Mujer, casos de la vida real"
Valente Sabino,"Narcos: Mexico,An Unknown Enemy"
J. Downing,"The Little Things,Strange Angel,Narcos: Mexico,Happy Happy Bang Bang,Hawaii Five-0,The Catch,NCIS: New Orleans,Scandal,The Brink,Mothers of the Bride,McFarland, USA,The Young and the Restless,Intelligence,CSI: Crime Scene Investigation,Franklin & Bash,NCIS,C'mon Man,Hart of Dixie,Annie Claus Is Coming to Town,Dexter,Charlie's Angels,No Ordinary Family,Law & Order: LA,Criminal Minds,Three Rivers,Lie to Me,CSI: Miami,Luke 11:17,Big Love,The Inside,E-Ring,Cold Case,V.I.P.,JAG,Viper,From the Earth to the Moon,Hollywood Confidential,Coach,Shattered Mind,Malibu Shores,Empire,Murder, She Wrote,Trial by Fire,NYPD Blue,Robot Wars,Days of Our Lives,Star Trek: The Next Generation,Her Final Fury: Betty Broderick, the Last Chapter,Civil Wars,Equal Justice,Jake and the Fatman,Little Secrets,Defense Play,Ghoulies II,Mathnet,Square One Television"
Marisol Gasé,"Barb and Star Go to Vista Del Mar,Narcos: Mexico,Smuack,Cerraduras,Euforia,Ya estás grandecito,Hoy te toca,Without Rhyme or Reason"
David Ponce,"Parientes a la Fuerza,Narcos: Mexico,Matando Cabos 2, La Máscara del Máscara,La infausta noticia de amor y demás,El Señor de los Cielos,Noches con Platanito,Influencia,Yo necesito amor,Tres Milagros,La querida del Centauro,Ingobernable,El Eterno Silencio,Dos Lunas,Camelia La Texana,Kipatla,El Buchon,Real Estate,El Beso del Camaleón,Capadocia"
Alí Rondón,"El Señor de los Cielos,La Santa Cecilia: I've Been Thinking,The Thirst,The Dance,Autocannibalism,Narcos: Mexico,Lasca: Cantaclaro,Antö,The 86,From Afar,Los Secretos de Lucía,Me Pesas en la Cabeza,The Whistler,D,Brother"
Alejandro Márquez,"Dale Gas,Control Z"
Ana Gonzalez Bello,"This Crooked World,Bloopers,That Last Second,Harina,Veintitontas,Father Pablo,The Waiter,Veinteañera: Divorciada y Fantástica,The Club,La Reina Soy Yo,Narcos: Mexico,Sobreviví,Mula de Tres,Gandalf,Magnífico,El Beso,Communion,Spy"
Alan Guillen,"No fue mi culpa: México,Narcos: Mexico,¡Yo soy yo!,Vuelve Temprano,Dios Inc.,El Señor de los Cielos,Lady of Steel,Dos Lunas,Las Trampas del Deseo,Payé"
Ignacio Torre,"Narcos: Mexico,Bel Canto,The Beauty and the Beasts,Dios Inc.,X-mas, Inc.,Sexo y otros secretos,One Long Night,Vegas Whales Tales,Cero y van 4,Once Upon a Time in Mexico"
Miguel Mena,"Si nos dejan,Cuidado con lo que deseas,El Dragón: Return of a Warrior,Missing Bride,Narcos: Mexico,Enemigo Íntimo,Ingobernable,Un día cualquiera,El tamaño sí importa,La querida del Centauro,El Confesor,Los Miserables,Así en el barrio como en el cielo,Lady of Steel,El Señor de los Cielos,Aquí No Pasa Nada,El Mariachi,Siempre tuya Acapulco,Ladies Buchonas,Mariachi Loco,La otra cara del Alma,Los Rey,Amor Cautivo"
Alejandra Haydeè,"Esta historia me suena,Narcos: Mexico,Sin miedo a la verdad,El Hotel,Un día cualquiera,Los Rey,Lo que callamos las mujeres,Machos,Belinda,Chiquititas"
Bernarda Trueba,"Narcos: Mexico,Virus,Bienvenido Hermano,The Untamed"
Tete Espinoza,"Desaparecer Por Completo,Xutaj,Cosas imposibles,Piedad,Tijuana,Acá en la tierra,Narcos: Mexico,Falco,Apnea,El Chapo"
Soledad Esponda,"Juzga,La rosa de Guadalupe,Juntos,Vete,CELOS,Revolución,Narcos: Mexico,El Primer Dia,Rosario,Sacrificio de Mujer,Angeli & diamanti,Decisiones,Under Suspicion,No te duermas"
Sabina Gadecki,"Dark Asset,Capps Crossing: Wrong Side of Dead,Bee the Change,False Positive,L.A.'s Finest,Honesty Weekend,The Office Mix-Up,The Experience,The Affair,The Bobby Roberts Project,Narcos: Mexico,Dangerous Matrimony,The Ninth Passenger,72 Hours: A Love Story,Welcome to Willits,The Adult Swim Golf Classic,Entourage,Finding Carter,Dark Was the Night,Outlaw Prophet: Warren Jeffs,Tweet Me in NY,Inside Amy Schumer,The League,Sketchy,Freaky Deaky,House of Lies,Law & Order,White Collar,The Superagent"
Molly Hagan,"Walker,All My Life,The Italian,Narcos: Mexico,Truth Be Told,Into the Dark,Boris and the Bomb,When We Dance,No Good Nick,Jane the Virgin,Strange Angel,iZombie,ism,Appy Days,Dark/Web,The Orville,How to Get Away with Murder,Long Lost Daughter,Reverie,Legion,Swedish Dicks,Law & Order True Crime,The Garage Sale,The Keeping Hours,Better Call Saul,Feud: Bette and Joan,Big Little Lies,This Is Us,Step 9,Sully,Dead of Summer,Mistresses,NCIS: New Orleans,Navy Seals vs. Zombies,Instant Mom,A Teacher's Obsession,We Are Your Friends,True Detective,Castle,Stalker,Satisfaction,Rectify,Switched at Birth,Longmire,The Last Light,V.C. Andrews' Dollanganger Saga,Not Safe for Work,Ask Me Anything,Liv and Maddie,BFFs,Masters of Sex,NCIS: Los Angeles,Beneath,The Mentalist,Miss Dial,Perception,TalhotBlond,Desperate Housewives,Inside,Chaos,Cinema Verite,Red State,Love Shack,Cost of Living,Medium,Marvel: Ultimate Alliance 2,Princess Protection Program,Just Peck,Night at the Museum: Battle of the Smithsonian,And the Winner Is...,Grey's Anatomy,Bones,Ghost Whisperer,Fear Itself,Cold Case,Eli Stone,The Babysitter,Henry Poole Is Here,Unfabulous,Private Practice,Holly Hobbie and Friends: Best Friends Forever,Side Order of Life,The Closer,The Lucky Ones,Murder 101,Tom's Nu Heaven,ER,NCIS,Numb3rs,Monk,JAG,NYPD Blue,The Agency,Six Feet Under,Greetings from Tucson,They Shoot Divas, Don't They?,Friends,Charmed,Defining Maggie,Air Bud: Seventh Inning Fetch,Diagnosis Murder: Town Without Pity,Touched by an Angel,Becker,Maybe It's Me,Emeril,The Invisible Man,Air Bud 3,Strong Medicine,Miracle in Lane 2,Playing Mona Lisa,Oh Baby,Chicago Hope,Providence,Election,Love Boat: The Next Wave,DiResta,Early Edition,Ringmaster,Sports Theater with Shaquille O'Neal,Diagnosis Murder,Life's Work,Sometimes They Come Back... Again,The Dentist,The Rockford Files: Friends and Foul Play,The Larry Sanders Show,French Exit,Dream On,Legend,Love & War,Murder, She Wrote,Star Trek: Deep Space Nine,A Perry Mason Mystery: The Case of the Lethal Lifestyle,Duckman: Private Dick/Family Man,Herman's Head,Columbo,Seinfeld,Last Flight Out,The Golden Girls,The Nutt House,The Magical World of Disney,Shootdown,Fresh Horses,ALF,Tales from the Hollywood Hills: Pat Hobby Teamed with Genius,Hotel,Some Kind of Wonderful,Mr. Sunshine,Dallas: The Early Years,Scarecrow and Mrs. King,Knots Landing,Code of Silence,First Steps"
Girolly Gutierrez,"If You Really Love Her,Operación Pacífico,Narcos: Mexico,Los Briceño, una familia todo terreno,Bolívar: Una lucha admirable,Big Steps,Playing with Fire,Narcos,La Ley del Corazón,Sinú, río de pasiones,Women on the Edge"
Pedro Joaquín,"Everything Will Be Fine,ZeroZeroZero,Santa Fe Klan: Mi Guanajuato (The Gasoline thieves Soundtrack),Chicuarotes,The Gasoline Thieves,Narcos: Mexico,Falco,B-167-980-098,Lady of Steel,La querida del Centauro,Mexico Barbaro 2,Tales of Mexico,El Señor de los Cielos"
Alan Alarcón,"El águila y el gusano,Un Dia Para Vivir,Esta historia me suena,The Search,Un poquito tuyo,Narcos: Mexico,Lady of Steel,Como dice el dicho,El Canal Telexit,La doble vida de Estela Carrillo,Suspended,Login_,Óleos en la oscuridad,Logout_,Quetzalcoatl,Huérfanos,Mar de Fondo,Sentados,Borrar de la memoria,Cada quien su santo,Deseo Prohibido,Bad Girls"
Juan Cristobal Castillo,"Narcos: Mexico,Claramente,Monarca,Sitiados: México,Diablo Guardián,The Sons of the Jaguar,La Bandida,Falco,José José: El príncipe de la canción,Falsos Falsificados,Señorita Pólvora,Get Married If You Can,Gritos de muerte y libertad,Real Estate"
Jeff Grace,"Folk Hero & Funny Guy,Folk Hero & Funny Guy,That Movie Show,Excuse Me,Atom TV,Google Maps,Minsky,Cover Me,A Seasonal Thing,Sorry for Your Loss,Narcos: Mexico,All American,I'll Be Next Door for Christmas,Silicon Valley,Happy Anniversary,The Unicorn,Funny Story,Alex & Amy,Still the King,It Happened In L.A.,The Last Treasure Hunt,Folk Hero & Funny Guy,Colony,Fresh Off the Boat,Kickin' It,How I Met Your Mother,Castle,About Abigail,K.I.T.,It's a Disaster,Super Zeroes,Cinema Six,Holiday Road,Passports and Dreams,That Movie Show,No Ordinary Family,Svetlana and Ivanka II: American Icon,Excuse Me,Atom TV"
Pilar Santacruz,"La Exorcista,Luis Miguel: The Series,R,Celest: Todo va a estar bien,Narcos: Mexico,Ingobernable,Mexico Barbaro 2,El Chema,Sinfonía de la Muerte,Caminos de Guanajuato,Destino,Amor Cautivo,La Teniente,A corazón abierto,Sentados"
Armando Silva,"Wisdom for Heroes,The Wingwalker,El Candidato,ZeroZeroZero,Narcos: Mexico,Atrapada,Rosario Tijeras,Como dice el dicho"
Brian Buckley,"Narcos: Mexico,Deadwax,Logic: One Day feat. Ryan Tedder,Crazy,Lexx"
Fernando Robles,"Amor dividido,Como dice el dicho,La Desalmada,Esta historia me suena,Sin miedo a la verdad,Médicos, línea de vida,Doña Flor y sus dos maridos,Narcos: Mexico,Hijas de la luna,Fugitiva,Sin tu mirada,Caer en tentación,Mi adorable maldición,Enamorándome de Ramón,The Candidate,La rosa de Guadalupe,Amazonas,Simply María,Love from the Hood,Until the End of Time,Qué pobres tan ricos,The Tempest,Qué bonito amor,Cachito de cielo,A Shelter for Love,El Equipo,The Power of Destiny,Alma de hierro,Wild Heart,Verano de amor,Flores Magon,Dear Enemy,Juro que te amo,Fuego en la sangre,Mujer, casos de la vida real,Amor sin maquillaje,Duel of Passions,Apuesta por un amor,My Love, My Sin,Velo de novia,Niña... amada mía,The Other Woman,Blameless Love,Salomé,El precio de tu amor,Labyrinths of Passion,¿Qué nos pasa?,Desencuentro,Pueblo chico, infierno grande,Yo compro esa mujer,El cornudo soy yo,Lo blanco y lo negro,El cabaretero y sus golfas,Los Psiquiatras Ardientes,Vuelven los mecanicos ardientes,Infamia"
Horacio Beamonte,"Parientes a la Fuerza,Narcos: Mexico,Empire of Lies,Ringo, la pelea de su vida,Como dice el dicho,Me declaro culpable,La doble vida de Estela Carrillo,Su nombre era Dolores, la Jenn que yo conocí,The Three Sides of Ana,Un día cualquiera,Los Miserables,La malquerida,Qué pobres tan ricos,La otra cara del Alma,La Teniente,Roomies,Hasta que el dinero nos separe,El Pantera"
Alberto Lomnitz,"Un Dia Para Vivir,Everything Will Be Fine,Dance of the 41,El Candidato,The Search,Narcos: Mexico,Dos Veces Tú,La Promesa,Mi pequeño gran hombre,The Candidate,Gloria,Camelia La Texana,A Separate Wind,Sucesos distantes,Forever,Hora marcada,La secta del sargon,Lobo feroz"
David Bernal,"Narcos: Mexico,Tres en la misma almohada,EPR Vs PEMEX,La fortaleza de Tepito,Hay amores que matan,No le jale patrón,Un reverendo hijo de la chingada,Monjas narcotraficantes II,Y tu mamá... también es narca,Ojalá que te mueras,Cholos empericados,Te ando buscando pa' partirte la madre,Guerra de narcos,Monjas narcotraficantes,Tijuana, ciudad de narcos"
Ricardo Esquerra,"Rebelde,Un Dia Para Vivir,Lo que la gente cuenta,Laif,Masacre en Teques,Decisions: Some Win and Others Lose,Narcos: Mexico,Camila,El Recluso,Gringo,Guerra de Idolos,Ana y Bruno,Nada Personal,Las 13 Esposas de Wilson Fernandez,De las muertas,El tamaño sí importa,La Hermandad,La última noche de Silverio Cruz,Sr. Ávila,The Golden Dream,Pata de perro,Bajo el alma,Der Kreis in dem sie reist,Goodbye Cruel World,Two for the Girl,Todos los días son tuyos,Dust to Dust,To and Fro"
José Luis Pérez,"El Hombre Búfalo,La Bandida,Narcos: Mexico,Señorita Pólvora"
Alejandro Raffel,"La rosa de Guadalupe,Narcos: Mexico,Dios Inc.,Como dice el dicho,El Capitán Camacho,Amores con trampa,Lady of Steel,El Señor de los Cielos,Qué bonito amor,A Shelter for Love,Valiant Love,Los simuladores,Sentenciado,Persecución infernal"
Miranda Rinaldi,"Out of Touch,La Recompensa,Esta historia me suena,Lúi: Una Vida Improvisada,Lo que callamos las mujeres,Como dice el dicho,Un poquito tuyo,Narcos: Mexico,Más Allá del Miedo,El Secreto Forresbank,Dr. Gecko's Show,Perseguidos,La tortura"
Eduardo Orozco,"Narcos: Mexico,Mi Familia Perfecta,Hasta Que La Muerte Nos Separe,Escándalos: Todo es real excepto sus nombres,Espejos,Santa diabla,Válgame Dios,El Tren del No Olvido,La mujer perfecta,Los misterios del amor,Torrente,La hija de Juana Crespo,Por todo lo alto,Te tengo en salsa,Mujer con pantalones,La invasora,Trapos íntimos,A calzón quitao,La calle de los sueños"
Louis David Horné,"Out of Touch,Poseído,Good company,Malverde: El Santo Patrón,Malibú,La Muchacha Que Limpia,La Negociadora,Edna,Don Muerte: La Leyenda,Alina, 18,Unstoppable,Como dice el dicho,Narcos: Mexico,Los Muertos de Columbus,Esta historia me suena,Yankee,An Unknown Enemy,Descontrol,Falsos Falsificados,Un beso al aire y un tiro al pecho,Cometa: Him, His Dog and Their World,Blue Demon,Rosario Tijeras,Declaratio Intentus"
Ricardo Silva,"Mi fortuna es amarte,Sin miedo a la verdad,Julia vs Julia,Esta historia me suena,Silvia Pinal... frente a tí,Narcos: Mexico,Por la Máscara,Falco,Como dice el dicho,Hijas de la luna,El bienamado,Dressed for Mourning,La querida del Centauro,Amores con trampa,I Don't Trust Men Anymore,Ciencias de la Comunicación I,La rosa de Guadalupe,11-11 En mi cuadra nada cuadra,Gossip Girl: Acapulco,Fortuna,Amar de Nuevo,Real Estate,Mañana es para siempre,Adictos,Muchachitas como tú,Destilando amor,Mujer, casos de la vida real,Loving Again,Wooden Woman,Clase 406,Así son ellas,Amigas y rivales,Soñadoras,Salud, dinero y amor,El premio mayor,Volver a empezar,Al derecho y al derbez,Las secretas intenciones,Yo no creo en los hombres,Papá soltero"
